disease_id,disease_name,symptom_id,symptom_name
DIS299,Dissociative Identity Disorder,SYM0880,hearing internal voices
DIS300,Intermittent Explosive Disorder,SYM0881,explosive outbursts
DIS300,Intermittent Explosive Disorder,SYM0846,aggression
DIS300,Intermittent Explosive Disorder,SYM0882,disproportionate anger
DIS300,Intermittent Explosive Disorder,SYM0883,road rage
DIS300,Intermittent Explosive Disorder,SYM0884,domestic violence
DIS300,Intermittent Explosive Disorder,SYM0885,guilt after outburst
DIS300,Intermittent Explosive Disorder,SYM0886,physical aggression
DIS301,Breast Cancer,SYM0887,breast lump
DIS301,Breast Cancer,SYM0601,nipple discharge
DIS301,Breast Cancer,SYM0888,breast pain
DIS301,Breast Cancer,SYM0889,skin changes
DIS301,Breast Cancer,SYM0890,nipple changes
DIS301,Breast Cancer,SYM0891,armpit lump
DIS301,Breast Cancer,SYM0892,breast shape change
DIS302,Lung Cancer,SYM0091,persistent cough
DIS302,Lung Cancer,SYM0893,blood in sputum
DIS302,Lung Cancer,SYM0059,chest pain
DIS302,Lung Cancer,SYM0034,shortness of breath
DIS302,Lung Cancer,SYM0125,hoarseness
DIS302,Lung Cancer,SYM0064,weight loss
DIS302,Lung Cancer,SYM0048,bone pain
DIS303,Prostate Cancer,SYM0506,difficulty urinating
DIS303,Prostate Cancer,SYM0481,blood in urine
DIS303,Prostate Cancer,SYM0488,pelvic pain
DIS303,Prostate Cancer,SYM0048,bone pain
DIS303,Prostate Cancer,SYM0507,erectile dysfunction
DIS303,Prostate Cancer,SYM0064,weight loss
DIS303,Prostate Cancer,SYM0010,fatigue
DIS304,Stomach Cancer,SYM0384,stomach pain
DIS304,Stomach Cancer,SYM0021,nausea
DIS304,Stomach Cancer,SYM0030,vomiting
DIS304,Stomach Cancer,SYM0064,weight loss
DIS304,Stomach Cancer,SYM0016,loss of appetite
DIS304,Stomach Cancer,SYM0894,bloody stools
DIS304,Stomach Cancer,SYM0356,heartburn
DIS305,Liver Cancer,SYM0014,abdominal pain
DIS305,Liver Cancer,SYM0064,weight loss
DIS305,Liver Cancer,SYM0075,jaundice
DIS305,Liver Cancer,SYM0371,abdominal swelling
DIS305,Liver Cancer,SYM0021,nausea
DIS305,Liver Cancer,SYM0015,weakness
DIS305,Liver Cancer,SYM0016,loss of appetite
DIS306,Pancreatic Cancer,SYM0014,abdominal pain
DIS306,Pancreatic Cancer,SYM0075,jaundice
DIS306,Pancreatic Cancer,SYM0064,weight loss
DIS306,Pancreatic Cancer,SYM0021,nausea
DIS306,Pancreatic Cancer,SYM0016,loss of appetite
DIS306,Pancreatic Cancer,SYM0895,new-onset diabetes
DIS306,Pancreatic Cancer,SYM0896,fatty stools
DIS307,Colorectal Cancer,SYM0386,bowel habit changes
DIS307,Colorectal Cancer,SYM0366,blood in stool
DIS307,Colorectal Cancer,SYM0014,abdominal pain
DIS307,Colorectal Cancer,SYM0064,weight loss
DIS307,Colorectal Cancer,SYM0010,fatigue
DIS307,Colorectal Cancer,SYM0359,bloating
DIS307,Colorectal Cancer,SYM0387,feeling of incomplete emptying
DIS308,Lymphoma,SYM0077,swollen lymph nodes
DIS308,Lymphoma,SYM0027,fever
DIS308,Lymphoma,SYM0102,night sweats
DIS308,Lymphoma,SYM0064,weight loss
DIS308,Lymphoma,SYM0010,fatigue
DIS308,Lymphoma,SYM0284,itching
DIS308,Lymphoma,SYM0034,shortness of breath
DIS309,Leukaemia,SYM0010,fatigue
DIS309,Leukaemia,SYM0060,frequent infections
DIS309,Leukaemia,SYM0445,easy bruising
DIS309,Leukaemia,SYM0064,weight loss
DIS309,Leukaemia,SYM0077,swollen lymph nodes
DIS309,Leukaemia,SYM0048,bone pain
DIS309,Leukaemia,SYM0102,night sweats
DIS310,Thyroid Cancer,SYM0897,neck lump
DIS310,Thyroid Cancer,SYM0126,swallowing difficulty
DIS310,Thyroid Cancer,SYM0125,hoarseness
DIS310,Thyroid Cancer,SYM0208,neck pain
DIS310,Thyroid Cancer,SYM0077,swollen lymph nodes
DIS310,Thyroid Cancer,SYM0174,breathing difficulty
DIS310,Thyroid Cancer,SYM0006,cough
DIS311,Kidney Cancer,SYM0481,blood in urine
DIS311,Kidney Cancer,SYM0052,back pain
DIS311,Kidney Cancer,SYM0495,abdominal mass
DIS311,Kidney Cancer,SYM0064,weight loss
DIS311,Kidney Cancer,SYM0010,fatigue
DIS311,Kidney Cancer,SYM0027,fever
DIS311,Kidney Cancer,SYM0378,anaemia
DIS312,Bladder Cancer,SYM0481,blood in urine
DIS312,Bladder Cancer,SYM0436,frequent urination
DIS312,Bladder Cancer,SYM0496,painful urination
DIS312,Bladder Cancer,SYM0052,back pain
DIS312,Bladder Cancer,SYM0488,pelvic pain
DIS312,Bladder Cancer,SYM0064,weight loss
DIS312,Bladder Cancer,SYM0010,fatigue
DIS313,Cervical Cancer,SYM0576,vaginal bleeding
DIS313,Cervical Cancer,SYM0577,unusual discharge
DIS313,Cervical Cancer,SYM0488,pelvic pain
DIS313,Cervical Cancer,SYM0052,back pain
DIS313,Cervical Cancer,SYM0089,leg swelling
DIS313,Cervical Cancer,SYM0064,weight loss
DIS313,Cervical Cancer,SYM0540,pain during intercourse
DIS314,Ovarian Cancer,SYM0374,abdominal bloating
DIS314,Ovarian Cancer,SYM0488,pelvic pain
DIS314,Ovarian Cancer,SYM0578,quick satiety
DIS314,Ovarian Cancer,SYM0579,urinary urgency
DIS314,Ovarian Cancer,SYM0064,weight loss
DIS314,Ovarian Cancer,SYM0010,fatigue
DIS314,Ovarian Cancer,SYM0898,bowel changes
DIS315,Melanoma,SYM0899,changing mole
DIS315,Melanoma,SYM0900,irregular borders
DIS315,Melanoma,SYM0901,multiple colours
DIS315,Melanoma,SYM0902,large diameter
DIS315,Melanoma,SYM0903,asymmetric mole
DIS315,Melanoma,SYM0904,itching mole
DIS315,Melanoma,SYM0905,bleeding mole
DIS316,Brain Tumour,SYM0007,headache
DIS316,Brain Tumour,SYM0131,seizures
DIS316,Brain Tumour,SYM0152,vision problems
DIS316,Brain Tumour,SYM0906,speech difficulties
DIS316,Brain Tumour,SYM0907,memory problems
DIS316,Brain Tumour,SYM0182,personality changes
DIS316,Brain Tumour,SYM0015,weakness
DIS317,Bone Cancer,SYM0048,bone pain
DIS317,Bone Cancer,SYM0101,swelling
DIS317,Bone Cancer,SYM0258,fractures
DIS317,Bone Cancer,SYM0010,fatigue
DIS317,Bone Cancer,SYM0064,weight loss
DIS317,Bone Cancer,SYM0027,fever
DIS317,Bone Cancer,SYM0212,reduced range of motion
DIS318,Multiple Myeloma,SYM0048,bone pain
DIS318,Multiple Myeloma,SYM0010,fatigue
DIS318,Multiple Myeloma,SYM0060,frequent infections
DIS318,Multiple Myeloma,SYM0378,anaemia
DIS318,Multiple Myeloma,SYM0908,kidney problems
DIS318,Multiple Myeloma,SYM0909,elevated calcium
DIS318,Multiple Myeloma,SYM0064,weight loss
DIS319,Oral Cancer,SYM0910,mouth sore
DIS319,Oral Cancer,SYM0911,lump in mouth
DIS319,Oral Cancer,SYM0248,pain
DIS319,Oral Cancer,SYM0181,difficulty swallowing
DIS319,Oral Cancer,SYM0125,hoarseness
DIS319,Oral Cancer,SYM0912,red patch
DIS319,Oral Cancer,SYM0913,white patch
DIS320,Skin Cancer,SYM0914,changing skin lesion
DIS320,Skin Cancer,SYM0915,non-healing sore
DIS320,Skin Cancer,SYM0916,pearly bump
DIS320,Skin Cancer,SYM0917,flat flesh-coloured lesion
DIS320,Skin Cancer,SYM0918,bleeding sore
DIS320,Skin Cancer,SYM0919,scar-like lesion
DIS320,Skin Cancer,SYM0284,itching
DIS321,Iron Deficiency Anaemia,SYM0010,fatigue
DIS321,Iron Deficiency Anaemia,SYM0057,pale skin
DIS321,Iron Deficiency Anaemia,SYM0015,weakness
DIS321,Iron Deficiency Anaemia,SYM0034,shortness of breath
DIS321,Iron Deficiency Anaemia,SYM0035,dizziness
DIS321,Iron Deficiency Anaemia,SYM0037,brittle nails
DIS321,Iron Deficiency Anaemia,SYM0036,cold hands
DIS322,Sickle Cell Disease,SYM0920,pain crises
DIS322,Sickle Cell Disease,SYM0378,anaemia
DIS322,Sickle Cell Disease,SYM0608,swollen hands
DIS322,Sickle Cell Disease,SYM0060,frequent infections
DIS322,Sickle Cell Disease,SYM0075,jaundice
DIS322,Sickle Cell Disease,SYM0921,delayed growth
DIS322,Sickle Cell Disease,SYM0922,stroke
DIS323,Thalassaemia,SYM0010,fatigue
DIS323,Thalassaemia,SYM0015,weakness
DIS323,Thalassaemia,SYM0057,pale skin
DIS323,Thalassaemia,SYM0923,facial bone deformities
DIS323,Thalassaemia,SYM0468,slow growth
DIS323,Thalassaemia,SYM0371,abdominal swelling
DIS323,Thalassaemia,SYM0040,dark urine
DIS324,Haemophilia,SYM0924,excessive bleeding
DIS324,Haemophilia,SYM0925,prolonged bleeding
DIS324,Haemophilia,SYM0445,easy bruising
DIS324,Haemophilia,SYM0926,joint bleeding
DIS324,Haemophilia,SYM0927,skin bruising
DIS324,Haemophilia,SYM0481,blood in urine
DIS324,Haemophilia,SYM0084,nosebleeds
DIS325,Polycythaemia Vera,SYM0007,headache
DIS325,Polycythaemia Vera,SYM0035,dizziness
DIS325,Polycythaemia Vera,SYM0284,itching
DIS325,Polycythaemia Vera,SYM0010,fatigue
DIS325,Polycythaemia Vera,SYM0020,sweating
DIS325,Polycythaemia Vera,SYM0083,blurred vision
DIS325,Polycythaemia Vera,SYM0928,redness of skin
DIS326,Thrombocytopenia,SYM0445,easy bruising
DIS326,Thrombocytopenia,SYM0925,prolonged bleeding
DIS326,Thrombocytopenia,SYM0929,petechiae
DIS326,Thrombocytopenia,SYM0481,blood in urine
DIS326,Thrombocytopenia,SYM0366,blood in stool
DIS326,Thrombocytopenia,SYM0571,heavy periods
DIS326,Thrombocytopenia,SYM0026,bleeding gums
DIS327,Deep Vein Thrombosis,SYM0103,leg pain
DIS327,Deep Vein Thrombosis,SYM0089,leg swelling
DIS327,Deep Vein Thrombosis,SYM0104,redness
DIS327,Deep Vein Thrombosis,SYM0105,warmth
DIS327,Deep Vein Thrombosis,SYM0522,visible veins
DIS327,Deep Vein Thrombosis,SYM0394,cramping
DIS327,Deep Vein Thrombosis,SYM0930,leg heaviness
DIS328,Haemolytic Anaemia,SYM0010,fatigue
DIS328,Haemolytic Anaemia,SYM0075,jaundice
DIS328,Haemolytic Anaemia,SYM0040,dark urine
DIS328,Haemolytic Anaemia,SYM0931,enlarged spleen
DIS328,Haemolytic Anaemia,SYM0033,pallor
DIS328,Haemolytic Anaemia,SYM0034,shortness of breath
DIS328,Haemolytic Anaemia,SYM0090,rapid heartbeat
DIS329,Aplastic Anaemia,SYM0010,fatigue
DIS329,Aplastic Anaemia,SYM0060,frequent infections
DIS329,Aplastic Anaemia,SYM0445,easy bruising
DIS329,Aplastic Anaemia,SYM0057,pale skin
DIS329,Aplastic Anaemia,SYM0090,rapid heartbeat
DIS329,Aplastic Anaemia,SYM0034,shortness of breath
DIS329,Aplastic Anaemia,SYM0932,bleeding
DIS330,Myelodysplastic Syndrome,SYM0010,fatigue
DIS330,Myelodysplastic Syndrome,SYM0034,shortness of breath
DIS330,Myelodysplastic Syndrome,SYM0445,easy bruising
DIS330,Myelodysplastic Syndrome,SYM0060,frequent infections
DIS330,Myelodysplastic Syndrome,SYM0057,pale skin
DIS330,Myelodysplastic Syndrome,SYM0929,petechiae
DIS330,Myelodysplastic Syndrome,SYM0932,bleeding
DIS331,Von Willebrand Disease,SYM0084,nosebleeds
DIS331,Von Willebrand Disease,SYM0933,heavy menstrual bleeding
DIS331,Von Willebrand Disease,SYM0445,easy bruising
DIS331,Von Willebrand Disease,SYM0925,prolonged bleeding
DIS331,Von Willebrand Disease,SYM0934,bleeding after surgery
DIS331,Von Willebrand Disease,SYM0935,gum bleeding
DIS331,Von Willebrand Disease,SYM0366,blood in stool
DIS332,Lymphoedema,SYM0936,limb swelling
DIS332,Lymphoedema,SYM0937,aching
DIS332,Lymphoedema,SYM0526,heaviness
DIS332,Lymphoedema,SYM0938,restricted range of motion
DIS332,Lymphoedema,SYM0289,thickened skin
DIS332,Lymphoedema,SYM0939,recurring infections
DIS332,Lymphoedema,SYM0940,hardening of skin
DIS333,Hypercoagulable State,SYM0941,blood clots
DIS333,Hypercoagulable State,SYM0942,deep vein thrombosis
DIS333,Hypercoagulable State,SYM0943,pulmonary embolism
DIS333,Hypercoagulable State,SYM0944,miscarriage
DIS333,Hypercoagulable State,SYM0922,stroke
DIS333,Hypercoagulable State,SYM0104,redness
DIS333,Hypercoagulable State,SYM0101,swelling
DIS334,Haemochromatosis,SYM0010,fatigue
DIS334,Haemochromatosis,SYM0025,joint pain
DIS334,Haemochromatosis,SYM0014,abdominal pain
DIS334,Haemochromatosis,SYM0945,diabetes
DIS334,Haemochromatosis,SYM0946,liver disease
DIS334,Haemochromatosis,SYM0947,heart problems
DIS334,Haemochromatosis,SYM0948,skin bronzing
DIS335,Porphyria,SYM0014,abdominal pain
DIS335,Porphyria,SYM0021,nausea
DIS335,Porphyria,SYM0030,vomiting
DIS335,Porphyria,SYM0018,constipation
DIS335,Porphyria,SYM0049,muscle weakness
DIS335,Porphyria,SYM0949,red urine
DIS335,Porphyria,SYM0158,sensitivity to light
DIS336,Antiphospholipid Syndrome,SYM0941,blood clots
DIS336,Antiphospholipid Syndrome,SYM0944,miscarriage
DIS336,Antiphospholipid Syndrome,SYM0950,low platelet count
DIS336,Antiphospholipid Syndrome,SYM0951,strokes
DIS336,Antiphospholipid Syndrome,SYM0952,skin mottling
DIS336,Antiphospholipid Syndrome,SYM0007,headache
DIS336,Antiphospholipid Syndrome,SYM0953,leg ulcers
DIS337,Waldenstrom Macroglobulinaemia,SYM0010,fatigue
DIS337,Waldenstrom Macroglobulinaemia,SYM0378,anaemia
DIS337,Waldenstrom Macroglobulinaemia,SYM0064,weight loss
DIS337,Waldenstrom Macroglobulinaemia,SYM0954,lymph node swelling
DIS337,Waldenstrom Macroglobulinaemia,SYM0084,nosebleeds
DIS337,Waldenstrom Macroglobulinaemia,SYM0955,visual disturbances
DIS337,Waldenstrom Macroglobulinaemia,SYM0956,peripheral neuropathy
DIS338,Myeloma,SYM0048,bone pain
DIS338,Myeloma,SYM0258,fractures
DIS338,Myeloma,SYM0010,fatigue
DIS338,Myeloma,SYM0957,infections
DIS338,Myeloma,SYM0908,kidney problems
DIS338,Myeloma,SYM0958,hypercalcaemia
DIS338,Myeloma,SYM0064,weight loss
DIS339,Idiopathic Thrombocytopenic Purpura,SYM0249,bruising
DIS339,Idiopathic Thrombocytopenic Purpura,SYM0929,petechiae
DIS339,Idiopathic Thrombocytopenic Purpura,SYM0925,prolonged bleeding
DIS339,Idiopathic Thrombocytopenic Purpura,SYM0084,nosebleeds
DIS339,Idiopathic Thrombocytopenic Purpura,SYM0571,heavy periods
DIS339,Idiopathic Thrombocytopenic Purpura,SYM0481,blood in urine
DIS339,Idiopathic Thrombocytopenic Purpura,SYM0010,fatigue
DIS340,Megaloblastic Anaemia,SYM0010,fatigue
DIS340,Megaloblastic Anaemia,SYM0015,weakness
DIS340,Megaloblastic Anaemia,SYM0034,shortness of breath
DIS340,Megaloblastic Anaemia,SYM0057,pale skin
DIS340,Megaloblastic Anaemia,SYM0090,rapid heartbeat
DIS340,Megaloblastic Anaemia,SYM0959,smooth tongue
DIS340,Megaloblastic Anaemia,SYM0855,neurological symptoms
DIS341,Systemic Lupus Erythematosus,SYM0960,butterfly rash
DIS341,Systemic Lupus Erythematosus,SYM0025,joint pain
DIS341,Systemic Lupus Erythematosus,SYM0010,fatigue
DIS341,Systemic Lupus Erythematosus,SYM0027,fever
DIS341,Systemic Lupus Erythematosus,SYM0961,photosensitivity
DIS341,Systemic Lupus Erythematosus,SYM0051,hair loss
DIS341,Systemic Lupus Erythematosus,SYM0908,kidney problems
DIS342,Rheumatoid Arthritis,SYM0962,joint inflammation
DIS342,Rheumatoid Arthritis,SYM0963,morning stiffness
DIS342,Rheumatoid Arthritis,SYM0964,symmetrical joint involvement
DIS342,Rheumatoid Arthritis,SYM0010,fatigue
DIS342,Rheumatoid Arthritis,SYM0027,fever
DIS342,Rheumatoid Arthritis,SYM0216,joint deformity
DIS342,Rheumatoid Arthritis,SYM0965,rheumatoid nodules
DIS343,Ankylosing Spondylitis,SYM0966,low back pain
DIS343,Ankylosing Spondylitis,SYM0963,morning stiffness
DIS343,Ankylosing Spondylitis,SYM0967,improved with exercise
DIS343,Ankylosing Spondylitis,SYM0263,eye inflammation
DIS343,Ankylosing Spondylitis,SYM0010,fatigue
DIS343,Ankylosing Spondylitis,SYM0265,hip pain
DIS343,Ankylosing Spondylitis,SYM0968,reduced spinal flexibility
DIS344,Psoriatic Arthritis,SYM0025,joint pain
DIS344,Psoriatic Arthritis,SYM0028,joint swelling
DIS344,Psoriatic Arthritis,SYM0969,psoriasis
DIS344,Psoriatic Arthritis,SYM0970,nail changes
DIS344,Psoriatic Arthritis,SYM0971,enthesitis
DIS344,Psoriatic Arthritis,SYM0972,dactylitis
DIS344,Psoriatic Arthritis,SYM0010,fatigue
DIS345,Sjogren's Syndrome,SYM0973,dry eyes
DIS345,Sjogren's Syndrome,SYM0039,dry mouth
DIS345,Sjogren's Syndrome,SYM0010,fatigue
DIS345,Sjogren's Syndrome,SYM0025,joint pain
DIS345,Sjogren's Syndrome,SYM0974,skin rashes
DIS345,Sjogren's Syndrome,SYM0591,vaginal dryness
DIS345,Sjogren's Syndrome,SYM0623,swollen salivary glands
DIS346,Vasculitis,SYM0027,fever
DIS346,Vasculitis,SYM0010,fatigue
DIS346,Vasculitis,SYM0064,weight loss
DIS346,Vasculitis,SYM0975,nerve problems
DIS346,Vasculitis,SYM0974,skin rashes
DIS346,Vasculitis,SYM0025,joint pain
DIS346,Vasculitis,SYM0022,muscle pain
DIS347,Polymyalgia Rheumatica,SYM0097,shoulder pain
DIS347,Polymyalgia Rheumatica,SYM0265,hip pain
DIS347,Polymyalgia Rheumatica,SYM0963,morning stiffness
DIS347,Polymyalgia Rheumatica,SYM0010,fatigue
DIS347,Polymyalgia Rheumatica,SYM0027,fever
DIS347,Polymyalgia Rheumatica,SYM0064,weight loss
DIS347,Polymyalgia Rheumatica,SYM0223,limited range of motion
DIS348,Gout,SYM0221,sudden joint pain
DIS348,Gout,SYM0976,big toe pain
DIS348,Gout,SYM0104,redness
DIS348,Gout,SYM0101,swelling
DIS348,Gout,SYM0105,warmth
DIS348,Gout,SYM0223,limited range of motion
DIS348,Gout,SYM0977,recurring attacks
DIS349,Reactive Arthritis,SYM0025,joint pain
DIS349,Reactive Arthritis,SYM0978,urethritis
DIS349,Reactive Arthritis,SYM0263,eye inflammation
DIS349,Reactive Arthritis,SYM0428,skin lesions
DIS349,Reactive Arthritis,SYM0979,oral ulcers
DIS349,Reactive Arthritis,SYM0244,heel pain
DIS349,Reactive Arthritis,SYM0010,fatigue
DIS350,Dermatomyositis,SYM0049,muscle weakness
DIS350,Dermatomyositis,SYM0980,skin rash
DIS350,Dermatomyositis,SYM0981,purple eyelids
DIS350,Dermatomyositis,SYM0022,muscle pain
DIS350,Dermatomyositis,SYM0181,difficulty swallowing
DIS350,Dermatomyositis,SYM0034,shortness of breath
DIS350,Dermatomyositis,SYM0010,fatigue
DIS351,Polymyositis,SYM0049,muscle weakness
DIS351,Polymyositis,SYM0982,difficulty climbing stairs
DIS351,Polymyositis,SYM0126,swallowing difficulty
DIS351,Polymyositis,SYM0010,fatigue
DIS351,Polymyositis,SYM0034,shortness of breath
DIS351,Polymyositis,SYM0022,muscle pain
DIS351,Polymyositis,SYM0025,joint pain
DIS352,Osteoarthritis,SYM0025,joint pain
DIS352,Osteoarthritis,SYM0963,morning stiffness
DIS352,Osteoarthritis,SYM0214,bone spurs
DIS352,Osteoarthritis,SYM0215,joint tenderness
DIS352,Osteoarthritis,SYM0264,reduced flexibility
DIS352,Osteoarthritis,SYM0213,grating sensation
DIS352,Osteoarthritis,SYM0028,joint swelling
DIS353,Fibromyalgia,SYM0983,widespread pain
DIS353,Fibromyalgia,SYM0010,fatigue
DIS353,Fibromyalgia,SYM0602,sleep problems
DIS353,Fibromyalgia,SYM0984,cognitive difficulties
DIS353,Fibromyalgia,SYM0007,headache
DIS353,Fibromyalgia,SYM0840,mood disturbances
DIS353,Fibromyalgia,SYM0985,irritable bowel
DIS354,Scleroderma,SYM0317,skin thickening
DIS354,Scleroderma,SYM0986,raynaud's phenomenon
DIS354,Scleroderma,SYM0987,digestive problems
DIS354,Scleroderma,SYM0034,shortness of breath
DIS354,Scleroderma,SYM0025,joint pain
DIS354,Scleroderma,SYM0356,heartburn
DIS354,Scleroderma,SYM0988,finger ulcers
DIS355,Mixed Connective Tissue Disease,SYM0025,joint pain
DIS355,Mixed Connective Tissue Disease,SYM0608,swollen hands
DIS355,Mixed Connective Tissue Disease,SYM0049,muscle weakness
DIS355,Mixed Connective Tissue Disease,SYM0986,raynaud's phenomenon
DIS355,Mixed Connective Tissue Disease,SYM0034,shortness of breath
DIS355,Mixed Connective Tissue Disease,SYM0010,fatigue
DIS355,Mixed Connective Tissue Disease,SYM0974,skin rashes
DIS356,Antiphospholipid Syndrome,SYM0941,blood clots
DIS356,Antiphospholipid Syndrome,SYM0989,recurrent miscarriage
DIS356,Antiphospholipid Syndrome,SYM0990,thrombocytopenia
DIS356,Antiphospholipid Syndrome,SYM0007,headache
DIS356,Antiphospholipid Syndrome,SYM0952,skin mottling
DIS356,Antiphospholipid Syndrome,SYM0922,stroke
DIS356,Antiphospholipid Syndrome,SYM0953,leg ulcers
DIS357,Relapsing Polychondritis,SYM0991,ear inflammation
DIS357,Relapsing Polychondritis,SYM0992,nose deformity
DIS357,Relapsing Polychondritis,SYM0025,joint pain
DIS357,Relapsing Polychondritis,SYM0263,eye inflammation
DIS357,Relapsing Polychondritis,SYM0125,hoarseness
DIS357,Relapsing Polychondritis,SYM0174,breathing difficulty
DIS357,Relapsing Polychondritis,SYM0980,skin rash
DIS358,Behcet's Disease,SYM0979,oral ulcers
DIS358,Behcet's Disease,SYM0993,genital ulcers
DIS358,Behcet's Disease,SYM0263,eye inflammation
DIS358,Behcet's Disease,SYM0428,skin lesions
DIS358,Behcet's Disease,SYM0025,joint pain
DIS358,Behcet's Disease,SYM0994,vascular inflammation
DIS358,Behcet's Disease,SYM0855,neurological symptoms
DIS359,Myositis,SYM0049,muscle weakness
DIS359,Myositis,SYM0022,muscle pain
DIS359,Myositis,SYM0010,fatigue
DIS359,Myositis,SYM0173,difficulty walking
DIS359,Myositis,SYM0017,rash
DIS359,Myositis,SYM0126,swallowing difficulty
DIS359,Myositis,SYM0034,shortness of breath
DIS360,Juvenile Idiopathic Arthritis,SYM0028,joint swelling
DIS360,Juvenile Idiopathic Arthritis,SYM0248,pain
DIS360,Juvenile Idiopathic Arthritis,SYM0231,stiffness
DIS360,Juvenile Idiopathic Arthritis,SYM0027,fever
DIS360,Juvenile Idiopathic Arthritis,SYM0017,rash
DIS360,Juvenile Idiopathic Arthritis,SYM0263,eye inflammation
DIS360,Juvenile Idiopathic Arthritis,SYM0995,growth problems
DIS361,HIV/AIDS,SYM0010,fatigue
DIS361,HIV/AIDS,SYM0064,weight loss
DIS361,HIV/AIDS,SYM0027,fever
DIS361,HIV/AIDS,SYM0102,night sweats
DIS361,HIV/AIDS,SYM0557,recurrent infections
DIS361,HIV/AIDS,SYM0996,oral thrush
DIS361,HIV/AIDS,SYM0077,swollen lymph nodes
DIS362,Hepatitis A,SYM0075,jaundice
DIS362,Hepatitis A,SYM0010,fatigue
DIS362,Hepatitis A,SYM0021,nausea
DIS362,Hepatitis A,SYM0014,abdominal pain
DIS362,Hepatitis A,SYM0016,loss of appetite
DIS362,Hepatitis A,SYM0040,dark urine
DIS362,Hepatitis A,SYM0372,clay-coloured stools
DIS363,Hepatitis E,SYM0075,jaundice
DIS363,Hepatitis E,SYM0010,fatigue
DIS363,Hepatitis E,SYM0021,nausea
DIS363,Hepatitis E,SYM0014,abdominal pain
DIS363,Hepatitis E,SYM0016,loss of appetite
DIS363,Hepatitis E,SYM0027,fever
DIS363,Hepatitis E,SYM0025,joint pain
DIS364,Enteric Fever,SYM0013,prolonged fever
DIS364,Enteric Fever,SYM0007,headache
DIS364,Enteric Fever,SYM0014,abdominal pain
DIS364,Enteric Fever,SYM0018,constipation
DIS364,Enteric Fever,SYM0997,rose spots
DIS364,Enteric Fever,SYM0015,weakness
DIS364,Enteric Fever,SYM0998,hepatosplenomegaly
DIS365,Cholera,SYM0999,watery diarrhoea
DIS365,Cholera,SYM0030,vomiting
DIS365,Cholera,SYM0032,dehydration
DIS365,Cholera,SYM0185,muscle cramps
DIS365,Cholera,SYM0021,nausea
DIS365,Cholera,SYM0070,low blood pressure
DIS365,Cholera,SYM0069,rapid heart rate
DIS366,Meningococcal Disease,SYM1000,sudden fever
DIS366,Meningococcal Disease,SYM0023,severe headache
DIS366,Meningococcal Disease,SYM0155,neck stiffness
DIS366,Meningococcal Disease,SYM0017,rash
DIS366,Meningococcal Disease,SYM0158,sensitivity to light
DIS366,Meningococcal Disease,SYM0021,nausea
DIS366,Meningococcal Disease,SYM0045,confusion
DIS367,Tetanus,SYM1001,jaw stiffness
DIS367,Tetanus,SYM1002,muscle spasms
DIS367,Tetanus,SYM0181,difficulty swallowing
DIS367,Tetanus,SYM0027,fever
DIS367,Tetanus,SYM0020,sweating
DIS367,Tetanus,SYM0090,rapid heartbeat
DIS367,Tetanus,SYM0471,high blood pressure
DIS368,Diphtheria,SYM0003,sore throat
DIS368,Diphtheria,SYM1003,grey membrane
DIS368,Diphtheria,SYM0027,fever
DIS368,Diphtheria,SYM0611,hoarse voice
DIS368,Diphtheria,SYM0613,difficulty breathing
DIS368,Diphtheria,SYM0479,swollen neck
DIS368,Diphtheria,SYM0015,weakness
DIS369,Pertussis,SYM0619,severe cough
DIS369,Pertussis,SYM1004,whooping
DIS369,Pertussis,SYM0030,vomiting
DIS369,Pertussis,SYM0001,runny nose
DIS369,Pertussis,SYM0004,mild fever
DIS369,Pertussis,SYM0400,cyanosis
DIS369,Pertussis,SYM1005,exhaustion
DIS370,Zika Virus,SYM0027,fever
DIS370,Zika Virus,SYM0017,rash
DIS370,Zika Virus,SYM0025,joint pain
DIS370,Zika Virus,SYM1006,conjunctivitis
DIS370,Zika Virus,SYM0007,headache
DIS370,Zika Virus,SYM0022,muscle pain
DIS370,Zika Virus,SYM0010,fatigue
DIS371,Ebola Virus Disease,SYM0027,fever
DIS371,Ebola Virus Disease,SYM0023,severe headache
DIS371,Ebola Virus Disease,SYM0022,muscle pain
DIS371,Ebola Virus Disease,SYM0015,weakness
DIS371,Ebola Virus Disease,SYM0010,fatigue
DIS371,Ebola Virus Disease,SYM0029,diarrhoea
DIS371,Ebola Virus Disease,SYM0030,vomiting
DIS372,West Nile Fever,SYM0027,fever
DIS372,West Nile Fever,SYM0007,headache
DIS372,West Nile Fever,SYM0009,body aches
DIS372,West Nile Fever,SYM0980,skin rash
DIS372,West Nile Fever,SYM0077,swollen lymph nodes
DIS372,West Nile Fever,SYM0010,fatigue
DIS372,West Nile Fever,SYM0024,eye pain
DIS373,Japanese Encephalitis,SYM0027,fever
DIS373,Japanese Encephalitis,SYM0007,headache
DIS373,Japanese Encephalitis,SYM0021,nausea
DIS373,Japanese Encephalitis,SYM0131,seizures
DIS373,Japanese Encephalitis,SYM0045,confusion
DIS373,Japanese Encephalitis,SYM1007,neurological changes
DIS373,Japanese Encephalitis,SYM0157,stiff neck
DIS374,Filariasis,SYM1008,lymphoedema
DIS374,Filariasis,SYM0027,fever
DIS374,Filariasis,SYM1009,swollen limbs
DIS374,Filariasis,SYM0317,skin thickening
